名称,位置,总价,每平方单价,介绍
共济新家园 2室2厅 南 北,共济新家园,50,"7,400元/平",中楼层(共6层)2室2厅|67.57平米|南北
万科商圈 封闭小区 南北二室 小户型 观西山湖全景,水映西山,72,"10,877元/平",高楼层(共18层)2室1厅|66.2平米|南北
童牛岭公园地脚好交通便利购物方便,山水花园小区,135,"12,512元/平",高楼层(共6层)2室1厅|107.9平米|南北
自由向 3室2厅 南 北,自由向,160,"15,217元/平",中楼层(共5层)3室2厅|105.15平米|南北
一室一厅小户型电梯房，家具家电齐全,金苑玉庭小区,53,"11,031元/平",高楼层(共13层)1室1厅|48.05平米|南
光伸卧龙港湾 3室1厅 南 北,光伸卧龙港湾,85,"8,403元/平",中楼层(共18层)3室1厅|101.16平米|南北
格局好 精装修 拎包入住 有阳台都包完了,生辉第一城,73,"7,893元/平",中楼层(共30层)2室1厅|92.49平米|南北
两室南北 新上次新房 格局好 总价低,金盛家园,89.5,"13,451元/平",高楼层(共7层)2室1厅|66.54平米|南北
交通方便，配套齐全；采光好。视野好,湾里东,48,"6,904元/平",高楼层(共16层)2室1厅|69.53平米|南北
三室三卫，车库入户，精装修，可拎包入户,万科溪之谷一期,330,"24,069元/平",低楼层(共5层)3室2厅|137.11平米|南北
封闭小区，环境好户型格局规矩，出标准客厅,中铁十三局,82,"13,777元/平",低楼层(共5层)2室1厅|59.52平米|南北
大三室五明户型，15年重金装修，南北通厅，含地下车位,星海名庭,300,"22,050元/平",高楼层(共6层)3室2厅|136.06平米|南北
诚心出售，装修保持挺好的，拎包入住，看房提前约,新东方公寓一期,25.8,"4,777元/平",中楼层(共18层)1室1厅|54.02平米|南
文体街长山街三楼田字格三室看房方便近地铁近市场急售,文体街,53,"9,967元/平",中楼层(共6层)2室1厅|53.18平米|南北
尚海华庭，精装两室。高层采光视野好！！！！,尚海华庭,63,"7,876元/平",高楼层(共32层)2室1厅|79.99平米|南
新上房源 美树日记洋房 两室 南北通透,美树日记,168,"20,244元/平",高楼层(共5层)2室2厅|82.99平米|南北
河口湾北区，两室现房，楼龄新，位置好。,亿达河口湾二期,185,"20,813元/平",高楼层(共30层)2室2厅|88.89平米|南北
旭辉江山樾 三室两厅 精装修 位置好 看房方便,旭辉江山樾,105,"10,486元/平",低楼层(共18层)3室2厅|100.14平米|南北
海军广场03年小区 有六 拾多平平台 户型好 优质房源,宏都嘉园,448,"21,612元/平",低楼层(共5层)4室2厅|207.3平米|南北
金洋合院，步梯中间楼层，采光视野好。,新青年金洋合院（金洋小区）,56.5,"9,102元/平",中楼层(共6层)2室1厅|62.08平米|南北
新上洋房，精装修，一天没住，房主诚心出售,万科理想之光,85,"8,003元/平",低楼层(共7层)3室2厅|106.22平米|南北
莲花4楼 近市场 公交 半封闭,莲花小区,87,"9,957元/平",中楼层(共7层)2室1厅|87.38平米|南
新上两室精装修此房满五，楼位置好视野宽阔房主诚心卖,三寰融创城南园,79.8,"9,457元/平",中楼层(共7层)2室2厅|84.39平米|南北
电梯洋房带阁楼，精装修，生活便利,大连金石天成,50,"8,565元/平",高楼层(共8层)1室1厅|58.38平米|南
成熟地脚购物交通便利房主诚心卖房,翰林苑,198,"23,205元/平",高楼层(共15层)2室2厅|85.33平米|南北
坡下位置好，精装修，着急卖，周末看房方便,里程巷,48,"8,165元/平",高楼层(共6层)2室1厅|58.79平米|南北
精装修一室一厅南北，空气好有公园压力小,民运巷,34,"8,179元/平",中楼层(共7层)1室1厅|41.57平米|南北
万科翡翠之光一期  二室一厅 中间楼层 诚心出售,万科翡翠之光1期B区,65.8,"7,837元/平",中楼层(共33层)2室1厅|83.97平米|南北
风景  39 封闭小区 房主诚心出售,花香维也纳,110,"18,635元/平",低楼层(共29层)1室0厅|59.03平米|东北
机车场西侧，一室一厅，房主诚心卖房子。,沙区医院,48,"10,693元/平",高楼层(共7层)1室1厅|44.89平米|南
溪之谷2.1电梯洋房　婚房装修保持好　进可住,万科溪之谷2.1期,136,"15,081元/平",中楼层(共9层)2室1厅|90.18平米|南北
保利央企，高楼层，前排无遮挡，可看海,保利西海岸,65,"6,664元/平",中楼层(共33层)2室1厅|97.55平米|南
君悦豪庭一室  好楼层南向    现代 精装修 拎包入住,庆港君悦豪庭,80,"15,674元/平",中楼层(共32层)1室1厅|51.04平米|南
急 售 户型方正 采光好 无坡 近市场近车站,康庄街,50,"11,016元/平",低楼层(共6层)2室1厅|45.39平米|南
昊宇山海湾 2室1厅 南,昊宇山海湾,170,"21,205元/平",中楼层(共32层)2室1厅|80.17平米|南
于洼小区 2室1厅 南 北,于洼小区,51.5,"8,584元/平",中楼层(共5层)2室1厅|60平米|南北
产权证在手手续清晰，精装修拎包入住，电梯房封小区,东港印象A区,146,"15,905元/平",低楼层(共31层)2室2厅|91.8平米|西北
南北通透格局，精装修，小区门口既是地铁直达中山,半岛泉水欣座,116,"12,892元/平",高楼层(共18层)2室1厅|89.98平米|南北
马栏广场北  无坡 4楼  房子装修好 南北通透,马栏小学北,45,"10,527元/平",中楼层(共7层)1室1厅|42.75平米|南北
大连金石滩电梯洋房，正规一室一厅采光好.,保亿丽景山,49.8,"10,021元/平",高楼层(共7层)1室1厅|49.7平米|南
华发新城 精装三室二卫 几乎未住 中间户型,华发新城,91,"7,679元/平",中楼层(共11层)3室1厅|118.52平米|南北
封闭小区 人车分流 24小时安保 房主自住房 急售,恒大港湾,87,"9,019元/平",低楼层(共33层)3室1厅|96.47平米|南北
精装修两室，楼层高看的远， 五明户型， 光线视野,天兴花园一期,125,"16,842元/平",高楼层(共33层)2室1厅|74.22平米|东西北
高新文荟小区精装3室南北通透提包能住,文荟小区,165,"17,636元/平",低楼层(共6层)3室2厅|93.56平米|南北
诚心卖，交通生活都方便，志平101,芙蓉花园（金州）,38,"10,037元/平",低楼层(共18层)1室1厅|37.86平米|南
怡花园 芙蓉八十 地铁公交出行方便 南北通厅 中间楼层,怡华园,170,"18,678元/平",中楼层(共6层)2室2厅|91.02平米|南北
房子户型是南北通厅通透的，中间楼层，采光好,都悦里,49.5,"4,950元/平",高楼层(共7层)3室2厅|100平米|南北
此房为清水房。格局好。楼层好，采光好。生活配套齐全,古城丁区,42,"7,679元/平",中楼层(共6层)2室2厅|54.7平米|南
店长推荐好房   采光充足  交通便利,金地艺境,220,"16,237元/平",中楼层(共7层)3室2厅|135.5平米|南北
尚海华庭 精装修 两室一厅 位置好 楼层佳 看房方便,尚海华庭,64,"7,760元/平",中楼层(共32层)2室1厅|82.48平米|南北
上新 金纺小区南北通透两室一厅,金纺小区,43,"6,854元/平",高楼层(共6层)2室1厅|62.74平米|南北
星海公园医大二院一楼南北通透地热闹中取静。,星海公园,118,"13,940元/平",低楼层(共6层)2室1厅|84.65平米|南北
三室精装南北通透采光充足有电梯封闭小区近车站,锦绣暖山,169,"14,366元/平",中楼层(共30层)3室1厅|117.64平米|南北
李屯西环街二段 2室1厅 南,李屯西环街二段,39,"6,295元/平",高楼层(共7层)2室1厅|61.96平米|南
丽景春天 2室2厅 南 北,丽景春天,220,"18,689元/平",高楼层(共12层)2室2厅|117.72平米|南北
楼层好，南北通透，南北卧，采光好，价格可以讲,八十中红咀街,150,"21,463元/平",低楼层(共7层)2室1厅|69.89平米|南北
中心路三段 2室1厅 南 北,中心路三段,29,"4,985元/平",低楼层(共6层)2室1厅|58.18平米|南北
户型方正，视野好，拎包入住。交通便利,金海人家,66.8,"6,028元/平",中楼层(共6层)3室1厅|110.82平米|南北
美域盛景 电梯洋房 好楼层 位置好 户型好,美域盛景,125,"14,071元/平",中楼层(共5层)2室2厅|88.84平米|南北
急售 中海二期 婚房 视野好 光线足 诚心售,中海凤凰熙岸,66,"8,919元/平",高楼层(共18层)2室2厅|74平米|南北
房子位置好，看房方便，楼下停车也方便，房主诚心出售,海湾新城,65,"7,672元/平",中楼层(共10层)2室1厅|84.73平米|南北
新上！！！西安路精装南北通套，看房方便,和泰万家,143,"18,424元/平",中楼层(共46层)2室1厅|77.62平米|北南
房主急售，价钱可议，光线充足，拎包入住，户型布局好,晶品枫林,61,"9,939元/平",高楼层(共24层)2室1厅|61.38平米|南北
光明小区发广饭店楼上54.06平13万到手,光明小区,16,"2,960元/平",高楼层(共6层)2室2厅|54.06平米|南北
新上 泰安花园 中间楼层 两室两厅 诚心卖房,泰安花园,115,"12,620元/平",中楼层(共7层)2室2厅|91.13平米|南北
房子实际面积53平，中间楼层俩室一厅位置好,侯一小区,53,"11,100元/平",中楼层(共7层)2室1厅|47.75平米|东南
小区位置好，靠海边，配套齐全，交通 便利，风景优美,万科莫亚小镇,50,"5,494元/平",低楼层(共9层)3室1厅|91.02平米|南北
北欧假日新上一室一厅，纯南向视野无遮挡,北欧假日,69.8,"10,408元/平",中楼层(共31层)1室1厅|67.07平米|南
南北通透户型，两室两厅精装修保持干净,招商海德公园,103,"13,600元/平",中楼层(共32层)2室2厅|75.74平米|南北
南北通透，简单装修，低楼层，位置采光好，出行便利,东城天下,88,"9,942元/平",低楼层(共6层)2室2厅|88.52平米|南北
九三五十五万宝家园采光好视野好,万宝家园（向阳街西四巷）,62,"8,042元/平",高楼层(共6层)3室2厅|77.1平米|南北
阳台都封闭 前几年新装修保持好 位置好,电业花园,77,"11,314元/平",高楼层(共7层)2室1厅|68.06平米|南北
鲁能泰山7号 前边无遮挡 看房子有钥匙 诚心卖,鲁能泰山7号,73,"8,238元/平",低楼层(共7层)3室2厅|88.62平米|南北
此房位置在小区门口，南北通透，出行方便，拎包入住。,抱龙风景,30,"6,338元/平",中楼层(共5层)1室1厅|47.34平米|南北
万成御园 2室2厅 南 北,万成御园,125,"14,249元/平",低楼层(共30层)2室2厅|87.73平米|南北
南北通透，阳光好采光充足，户型方正 随时看房,南沙,49,"10,152元/平",高楼层(共7层)2室0厅|48.27平米|南北
一楼有车库，有大院，结婚新装。,仙洞街,53.4,"8,516元/平",低楼层(共5层)2室1厅|62.71平米|南北
79 南北通透格局  楼层好 地铁  视野开阔  楼龄新,五四华庭,260,"23,547元/平",中楼层(共27层)2室2厅|110.42平米|南北
3室中间楼层，南客厅落地窗，卫生间有窗户，隐藏衣柜,东城天下,80,"6,934元/平",中楼层(共7层)3室2厅|115.39平米|南北
幸福苑A区 2室2厅 南 北,幸福苑A区,42.5,"5,010元/平",中楼层(共5层)2室2厅|84.84平米|南北
虎滩 碧涛北园 南北地势高可看海 全天采光 适合居住,碧涛北园,69,"8,308元/平",高楼层(共7层)2室2厅|83.06平米|南北
机车商厦 2室1厅 南 北,机车商厦,105,"11,432元/平",中楼层(共18层)2室1厅|91.85平米|南北
4楼  西明厅   两南一北  位置好老试装修,新星绿城一期,90,"9,063元/平",中楼层(共6层)3室1厅|99.31平米|南西南北
电梯洋房，带南北阳台 中间楼层使用面积大,西山阳光水岸,245,"17,544元/平",低楼层(共5层)3室2厅|139.65平米|南北
于洼小区属于成熟的老小区，没有物业费,于洼小区,42.8,"8,723元/平",低楼层(共5层)2室1厅|49.07平米|南
高新 黄泥川 半岛别墅 1跃2 精装两室,半岛别墅,35,"4,455元/平",低楼层(共10层)2室2厅|78.58平米|南北
育慧名苑三室精装修格局方正采光充足南北通透采光充足,育慧名苑,119,"9,746元/平",中楼层(共5层)3室1厅|122.11平米|南北
低楼层，诚心出售，生活便捷，户型好，采光好,智勇巷,52.5,"10,570元/平",低楼层(共7层)2室1厅|49.67平米|南北
翰林观海公寓 1室1厅 南,翰林观海公寓,55,"15,459元/平",中楼层(共6层)1室1厅|35.58平米|南
家年华南北通厅多层 落地窗精装洋房 好楼层拎包入住,泉水家年华,180,"15,826元/平",中楼层(共5层)3室1厅|113.74平米|南北
旅顺启新逸园 不做地一楼 南北通厅采光充足 诚心卖,启新逸园（启新街西一巷）,52,"6,190元/平",低楼层(共6层)2室2厅|84.01平米|南北
九Z 中XIN小！ 封闭管理 中山广场 次新房 拎包直接住,一方国际,213,"25,115元/平",中楼层(共42层)2室1厅|84.81平米|西南
东港70年产权，精装修次新房，地铁直接入户,保利天禧四期,238,"26,730元/平",低楼层(共27层)2室1厅|89.04平米|南北
翰林澜山 2室2厅 南 北,翰林澜山,109,"7,957元/平",高楼层(共11层)2室2厅|137平米|南北
精装修 采光好 南北通透  交通便利,岭湾峰尚一期,95,"10,671元/平",高楼层(共11层)2室2厅|89.03平米|南北
金地新里程 1室1厅 南,金地新里程,34.5,"7,023元/平",中楼层(共24层)1室1厅|49.13平米|南
精装修 拎包即住 海事家属楼 三室田字格 南北通透,浪花街,79,"11,898元/平",中楼层(共5层)2室1厅|66.4平米|南北
理工北门电梯房 婚房装修 南北通透两室,新新园二期,130,"16,877元/平",中楼层(共12层)2室1厅|77.03平米|南北
好地脚好楼层  出行方便  交通便利  配套完善,中心路三段,25,"4,492元/平",低楼层(共6层)2室1厅|55.66平米|南北
椒房 2室1厅 南,椒房,65,"12,309元/平",低楼层(共3层)2室1厅|52.81平米|南
封闭成熟小区，中间楼层，装修保持好，可拎包入住，,文景清华园,71,"6,636元/平",中楼层(共24层)3室2厅|107平米|南北
万达高层电梯房  交通方便  生活配套齐全,万达高层,66,"11,283元/平",中楼层(共30层)2室1厅|58.5平米|西
百万精修未住所见所得近10米巨幕厅海景保利三期184平,保利天禧三期海纳,558,"30,335元/平",中楼层(共45层)3室2厅|183.95平米|南北
满五唯一，南北户型，房主诚心出售，精装修保持干净,新希望乐城,59.8,"8,580元/平",高楼层(共32层)2室1厅|69.7平米|南
总房款低， 采光好， 出行方便 ，房主自住诚心卖房,孙家沟,56,"12,517元/平",中楼层(共7层)1室1厅|44.74平米|南
香工街地铁站口  两室一厅 南北向 采光好 无遮挡,侯二小区,60,"11,138元/平",中楼层(共7层)2室1厅|53.87平米|南北
艺苑小区两室精装修未住过南北通透一梯两户近市场车站,艺苑路小区,47,"7,767元/平",高楼层(共6层)2室1厅|60.52平米|南北
小户型房款低精装修配套全交通方便,金地新里程,35,"7,405元/平",低楼层(共11层)1室1厅|47.27平米|南
湾里西两室一厅，楼上有夹层，纯南向,湾里西,32,"5,998元/平",高楼层(共6层)2室1厅|53.36平米|南
步梯三楼三室精装修拎包入住，看房方便,影前小区,55.8,"6,073元/平",中楼层(共6层)3室2厅|91.89平米|南北
二中操场后身南北通透4楼前后无遮挡陪读好房,西山巷,63,"13,311元/平",中楼层(共6层)2室1厅|47.33平米|南北
小高层，大三室，可以随意装修，新小区，随时看房可议,金科金弘基·集美郡,137,"12,464元/平",中楼层(共8层)3室2厅|109.92平米|南北
观山小区前排 两室两厅 五明户型 地铁沿线 中间楼层,观山满庭芳,168,"18,736元/平",中楼层(共5层)2室2厅|89.67平米|南北
