名称,总价,单价,地址,信息,标签
采光充足，视野开阔，诚心出售，拎包入住,113万,"10,320元/平",望海小区 -东台市,3室1厅 | 109.5平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,VR看装修
唯城七号公馆，用车位，采光充足，设施齐全。,173.8万,"14,606元/平",唯诚七号公馆 -东台市,3室2厅 | 119平米 | 南 | 精装 | 高楼层(共19层)  | 板塔结合,VR看装修
金水湾三期，精装两室，好楼层，拎包入住,116.8万,"12,803元/平",金水湾 -东台市,2室2厅 | 91.23平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,VR看装修
春熙雅苑，价格还可以谈，新小区，两梯两户、毛坯,99.8万,"8,343元/平",春溪雅苑 -东台市,3室2厅 | 119.63平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,VR看装修
新桥小区 好楼层 有17平朝南车库 出让证 过户便宜,68万,"8,591元/平",新桥小区 -东台市,2室2厅 | 79.16平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,VR房源
：此房楼层好，采光好，视野好，精装舒适温馨，,199万,"13,820元/平",万水清华 -东台市,3室2厅 | 144平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,VR看装修/随时看房
政务大厅旁 两室 采光充足 出行方便,45.8万,"6,116元/平",金北村五组粮贸楼 -东台市,2室1厅 | 74.89平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,VR看装修
中南熙悦佳园134.26平四室两厅两卫毛坯视野好采光通透,106万,"7,896元/平",熙悦佳园 -东台市,4室2厅 | 134.26平米 | 南 | 简装 | 中楼层(共34层)  | 板塔结合,VR看装修/随时看房
新坝2室好楼层采光好房东诚心出售,43.8万,"6,306元/平",新坝小区 -东台市,2室2厅 | 69.46平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,VR房源
金水湾5室大复式，精装修拎包入住，房东诚心出售！,166.8万,"9,812元/平",金水湾 -东台市,5室3厅 | 170平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,VR看装修
东坝低楼层阳光充足2房朝南，户型方正精装可拎包入住,82.8万,"11,997元/平",东坝小区 -东台市,2室1厅 | 69.02平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,VR看装修/随时看房
德润旁空中别墅6室2卫，精装，拎包入住248.8万,247.8万,"12,390元/平",玖隆钱江观邸 -东台市,6室1厅 | 200平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,VR房源/随时看房
滨河风光带旁精装二房拎包入住位置好,69.8万,"8,300元/平",海盐路11号 -东台市,2室1厅 | 84.1平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,VR看装修
此房满五，可以拎包入住，采光好，视野开阔,155万,"10,336元/平",丽晶花园 -东台市,4室1厅 | 149.97平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,VR看装修
圆融广场旁丽晶花园4房2厅1厨2卫精装修拎包入住,145万,"9,667元/平",丽晶花园 -东台市,4室2厅 | 150平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,VR房源
房东诚心出售，交通便利。环境安静.,89.8万,"9,021元/平",通金路 -东台市,3室2厅 | 99.55平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR看装修/随时看房
精装修  家里装修材料都是十大品牌  拎包入住,135万,"9,947元/平",熙悦佳园 -东台市,4室2厅 | 135.73平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,VR看装修
城东新区，精装三房，房东诚心出售，,98万,"9,159元/平",金翰苑 -东台市,3室2厅 | 107平米 | 北 南 | 精装 | 中楼层(共9层)  | 暂无数据,VR看装修
锦盛豪庭南郡，采光好，楼层好，小区环境好,156万,"17,866元/平",锦盛豪庭·南郡 -中南商圈,2室2厅 | 87.32平米 | 南 北 | 精装 | 中楼层(共33层)  | 暂无数据,VR看装修
双语南农工部宿舍中层精装修全套家具阳光明媚,118.8万,"9,925元/平",东盛巷 -东台市,4室1厅 | 119.7平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,VR房源
朝阳新村养老层，两房朝南，户型方正，无浪费面积。,65.8万,"9,524元/平",朝阳新村 -东台市,2室1厅 | 69.09平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,VR看装修
此房养老楼层视野开阔，一梯一户无干扰阳光不挡.,129万,"10,239元/平",金海康城 -东台市,3室2厅 | 126平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,VR房源
蓝色港湾3房2厅1厨2卫楼层好阳光好精装修拎包入住,98万,"8,137元/平",蓝色港湾 -东台市,3室2厅 | 120.44平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,VR看装修/随时看房
中南熙悦佳园房东外地买房置换诚心出售,78万,"8,656元/平",熙悦佳园 -东台市,3室2厅 | 90.12平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,VR看装修/随时看房
毛坯三房随意装修 低总价首付低 满二税费少,79.8万,"6,868元/平",熙悦佳园 -东台市,3室1厅 | 116.2平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,VR房源/随时看房
紧靠德润，交通便捷，小区外立面改造过房子户型方正，,69.8万,"7,279元/平",文林新村 -东台市,3室2厅 | 95.9平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,VR看装修
瓜果市场旁金都花苑3房2厅1厨2卫精装修拎包入住,145万,"9,574元/平",金都花苑 -东台市,4室2厅 | 151.46平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,VR看装修
南城花园 精装修三房 带朝南大车库 房东诚心出售,115万,"10,420元/平",南城花园 -东台市,3室2厅 | 110.37平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,VR看装修
柏盛苑 楼层好 视野宽阔 采光充足 交通便利,118.8万,"10,977元/平",柏盛苑 -东台市,2室2厅 | 108.23平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,VR看装修
人民医院桥北高档人车分流电梯小区103平,132万,"12,800元/平",商业新村 -东台市,2室2厅 | 103.13平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 暂无数据,VR看装修/随时看房
仁恒河北156平3房2卫楼层好采光好精装修有产权车位,196.8万,"12,697元/平",商业新村 -东台市,3室2厅 | 155平米 | 南 | 精装 | 低楼层(共31层)  | 暂无数据,VR看装修
东关公寓，大三房，好楼层，采光刺眼，随时看房,149.8万,"10,856元/平",东关公寓 -东台市,3室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,VR房源
地理位置很好，繁华街道，交通方便，设施齐全..,89万,"9,379元/平",八达城 -东台市,3室1厅 | 94.9平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,VR看装修
林城花园 经典户型 好装修  出行方便 房东诚心出售,99.8万,"10,945元/平",林城花园 -东台市,2室2厅 | 91.19平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,VR看装修
采光很好 视野开阔 家具完善 小区配套设施完善.,98.8万,"8,592元/平",熙悦佳园 -东台市,3室2厅 | 115平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,VR房源/随时看房
秀峰华庭 电梯房 飞机户型 楼层好 视野宽阔,155万,"10,931元/平",秀峰华庭 -东台市,3室2厅 | 141.81平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据,VR房源
南朝向，阳光足，精装修，视野开阔，交通便利.,126.8万,"12,432元/平",中瑞华府 -东台市,3室2厅 | 102平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,VR看装修
商业新村3房2厅1厨2 卫，产证152平，精装修，诚心出售,189万,"12,435元/平",商业新村 -东台市,3室2厅 | 152平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,VR看装修
此房满2，采光充足，视野开阔，交通便利,69.8万,"8,232元/平",城中花园(东台市) -东台市,2室2厅 | 84.8平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,VR看装修
采光充足，视野开阔，诚心出售，交通方便。,108.8万,"9,221元/平",城中花园(东台市) -东台市,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,VR看装修
业主置换诚心出手 价格看中可以谈，小区位置好,158万,"12,984元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 121.69平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,VR看装修/随时看房
东台市气象局宿舍 4室 1卫  阳光不挡,78万,"8,098元/平",东台市气象局宿舍 -东台市,3室2厅 | 96.33平米 | 南 北 | 简装 | 低楼层(共2层)  | 平房,VR看装修/随时看房
南边通透，四室二厅二卫 满二年 过户便宜,92.8万,"6,466元/平",仙湖花园 -东台市,4室1厅 | 143.52平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,VR房源/随时看房
该小区地理位置优越   交通出行方便,78万,"10,445元/平",老皮防医院宿舍 -东台市,3室1厅 | 74.68平米 | 南 | 精装 | 高楼层(共4层)  | 暂无数据,VR看装修/随时看房
诚心出售， 真实可靠，房东诚心变现， 欢迎看房，,162.8万,"8,223元/平",颐湖园 -东台市,5室2厅 | 198平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,VR看装修/随时看房
此房出让满五，地理位置好，交通便利设施齐全。，，，,123万,"8,933元/平",金都花苑 -东台市,3室2厅 | 137.7平米 | 南 北 | 简装 | 高楼层(共4层)  | 板楼,VR看装修
金水湾 小俩房 老式装修 总价地 房东诚心卖,77.8万,"10,080元/平",金水湾 -东台市,2室2厅 | 77.19平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,VR看装修
房主诚心出售，户型好，交通方便,118.8万,"9,504元/平",城中花园(东台市) -东台市,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共5层)  | 板塔结合,VR房源
东关公寓135平三室两卫精装修,120.8万,"9,014元/平",东关公寓 -东台市,3室2厅 | 134.02平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,VR看装修
天竹巷2房1厅1厨1卫 49平，一楼带院子，采光充足！,58.8万,"12,328元/平",天竹巷 -东台市,2室1厅 | 47.7平米 | 南 | 简装 | 低楼层(共4层)  | 板塔结合,VR房源
步行街小户型 出脚方便 有人民公园 医院 菜场,78.8万,"13,200元/平",东坝新村 -东台市,2室1厅 | 59.7平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,VR看装修
金鹰百合花园 紧靠大润发 位于城中中间 位置好,122.8万,"14,323元/平",金鹰百合花园 -东台市,2室2厅 | 85.74平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,VR看装修
百盛旁红兰花园三室，双阳台采光好，带地面车库,117万,"13,000元/平",红兰花园北区 -东台市,3室1厅 | 90平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,VR房源
国贸旁精装3房采光充足配套设施齐全交通便利,69.8万,"9,307元/平",乐天巷 -东台市,3室1厅 | 75平米 | 南 北 | 精装 | 高楼层(共4层)  | 暂无数据,VR房源
此房满两年，精装修，出让证，过户费少，拎包入住,78万,"10,834元/平",新兴社区工行宿舍 -东台市,2室1厅 | 72平米 | 南 | 精装 | 低楼层(共4层)  | 暂无数据,VR看装修
望海小区！前排两室，采光充足，出门步行街,68.8万,"9,900元/平",望海小区 -东台市,2室2厅 | 69.5平米 | 南 北 | 简装 | 高楼层(共5层)  | 板塔结合,VR看装修
朝阳新村80平好楼层，采光无挡，窗台可目视小孩上学,75.8万,"9,497元/平",朝阳新村 -东台市,2室2厅 | 79.82平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,VR看装修
城东洋房顶复，带大露台，过户便宜,141.8万,"7,787元/平",颐湖园 -东台市,4室2厅 | 182.1平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,VR看装修
采光充足， 视野开阔，诚心出售，交通便捷 车库位置好,110万,"10,896元/平",东坝新村 -东台市,3室1厅 | 100.96平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR看装修
春溪雅苑，毛坯多开间朝南，合适价格可谈,99.8万,"8,343元/平",春溪雅苑 -东台市,3室2厅 | 119.63平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,VR看装修
中南熙悦佳园房东外地购房置换诚心出售,68万,"7,392元/平",熙悦佳园 -东台市,3室2厅 | 92平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,VR看装修/随时看房
新弄里旁  新交付小区  毛坯可随心装修  采光视野佳,140万,"11,253元/平",锦盛豪庭·南郡 -中南商圈,3室2厅 | 124.42平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,VR看装修/随时看房
此房出让满二，采光充足，出脚方便，配套设施齐全,62.8万,"9,042元/平",望海小区 -东台市,2室1厅 | 69.46平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,VR房源/随时看房
通金路3室2厅2卫，看房方便，合适可谈,105.8万,"7,348元/平",通金路 -东台市,3室2厅 | 144平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,VR看装修
市区精装两室采光充足，视野开阔，诚心出售，交通便捷,68万,"8,743元/平",房管局宿舍 -东台市,2室1厅 | 77.78平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,VR房源
小区环境优雅，出行方便，空气清晰。适合居住,135万,"14,112元/平",聚龙双苑 -东台市,4室1厅 | 95.67平米 | 南 | 精装 | 低楼层(共22层)  | 板楼,VR房源
户型方正，南北通风，拎包入住，满二,89.8万,"10,382元/平",朝阳新村 -东台市,3室2厅 | 86.5平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,VR看装修
房东诚心出售，交通方便，户型方正,99.8万,"11,472元/平",城中花园(东台市) -东台市,2室2厅 | 87平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,VR看装修
金都花苑三房朝南 ，精装修养老楼层设施齐全交通便利,143万,"10,431元/平",金都花苑 -东台市,3室2厅 | 137.1平米 | 南 | 精装 | 低楼层(共4层)  | 板楼,VR看装修
此房电梯房，房精装修，楼层好。,128.8万,"10,840元/平",东关公寓 -东台市,3室2厅 | 118.83平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,VR看装修
房东诚心出售，现代精装修，交通便利.,149万,"10,794元/平",玖隆钱江观邸 -东台市,3室2厅 | 138.04平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,VR看装修
德润旁，高档社区。阳光全天无挡,133.8万,"16,048元/平",唯诚七号公馆 -东台市,2室2厅 | 83.38平米 | 南 北 | 精装 | 高楼层(共19层)  | 板塔结合,VR看装修
此房是小两房，拎包入住，精装修，中间楼层南北通风。,63.8万,"8,301元/平",东园新村 -东台市,3室1厅 | 76.86平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,VR看装修
滨河花园 南北通透 楼层好 视野开阔 配套设施齐全,132.8万,"9,838元/平",滨河花园(东台) -东台市,2室2厅 | 135平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,VR看装修
城南地段此房满五唯一 养老楼层 采光无挡,142万,"10,335元/平",秀峰华庭 -东台市,3室2厅 | 137.4平米 | 南 北 | 精装 | 低楼层(共5层)  | 暂无数据,VR看装修
燕京宿舍楼2房2厅 95平，精装修，拎包入住，诚心出售,61.8万,"6,517元/平",燕京宿舍楼 -东台市,2室2厅 | 94.84平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,VR看装修
采光充足，视野开阔，诚心出售，交通便捷,138万,"10,782元/平",时代豪庭 -东台市,4室2厅 | 128平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,VR看装修
金水湾现代装修，南北通透，诚心出售。,135.8万,"13,230元/平",金水湾 -东台市,2室2厅 | 102.65平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,VR看装修
拎包入住，自住精装，出让证。朝南车库,129.8万,"11,854元/平",望海小区 -东台市,2室1厅 | 109.5平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,VR看装修
采光充足，视野开阔，诚心出售，交通便利.,54.8万,"10,154元/平",城中花园(东台市) -东台市,1室1厅 | 53.97平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,VR房源
人民医院边朗诗东绿化好小区2个车库,110万,"8,628元/平",新宁住宅小区 -东台市,3室2厅 | 127.5平米 | 南 | 精装 | 高楼层(共4层)  | 板塔结合,VR看装修
小区设施齐，空气好，环境好，适合居住,79.8万,"9,901元/平",通金路 -东台市,2室1厅 | 80.6平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,VR看装修
公园旁 精装修 拎包入住 诚心出售 价格可谈,126.8万,"13,202元/平",秀峰美墅 -东台市,2室2厅 | 96.05平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,VR看装修
东台乐天东巷位于主城区将装修房,50万,"8,258元/平",乐天东巷 -东台市,2室1厅 | 60.55平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,VR看装修
南城花园满五唯一 采光好邻步行街看房方便房东诚心卖,89.8万,"9,170元/平",南城花园 -东台市,3室1厅 | 97.93平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,VR房源
望海小区，近鼓楼路步行街，大润发旁，低楼层3房,81.8万,"10,546元/平",望海小区 -东台市,3室1厅 | 77.57平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,VR看装修
户型方正，南北通风，拎包入住，满二,89.8万,"10,382元/平",朝阳新村 -东台市,3室2厅 | 86.5平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,VR看装修
东达路28号 户型方正 眼光刺眼,92.8万,"7,700元/平",东达路28号 -东台市,3室1厅 | 120.53平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,VR看装修/随时看房
采光充足，视野开阔，诚心出售，交通方便。,108.8万,"9,221元/平",城中花园(东台市) -东台市,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,VR看装修
