园区名称,省份,城市,地区,详细地址,大约面积(亩),企业数
信州产业园,江西省,上饶市,信州区,上饶市信州区朝阳大道22号,1957,550
信州区朝阳产业园,江西省,上饶市,信州区,朝阳大道与朝阳十一路交叉口北320米,831,277
信州置信智造谷,江西省,上饶市,信州区,上饶市信州区朝阳产业园朝阳大道,129,3
信州区朝阳光电产业园,江西省,上饶市,信州区,上饶市信州区上广公路与朝阳二路交汇处,113,18
上饶信州区互联网产业聚集区,江西省,上饶市,信州区,上饶市信州区志敏东大道193号附近,69,75
上饶饶商总部基地,江西省,上饶市,信州区,凤凰东大道2号,56,14
上饶国际医疗旅游先行区,江西省,上饶市,信州区,上饶市信州区赣东北汽车园北,56,141
上饶大健康产业科创园,江西省,上饶市,信州区,上饶市信州区上饶大道19号,21,1
上饶兄弟字牌生产基地,江西省,上饶市,信州区,上饶市信州区志敏西大道同心村下荷叶,-,-
江西省大数据科创城,江西省,上饶市,信州区,上饶市信州区圣东路与吴楚大道交叉路口往东北约80米,-,44
上饶高铁经济试验区,江西省,上饶市,信州区,上饶市信州区茶圣路与吴楚大道交叉口东北方向160米,-,44
信州区电子商务产业园,江西省,上饶市,信州区,上饶市信州区陵园路22号,-,-
5号聚点,江西省,上饶市,信州区,上饶市信州区茶圣路市水文局旁5号,-,8
建业广场(上饶建筑科技产业园),江西省,上饶市,信州区,上饶市信州区凤凰东大道1号,-,115
上饶数字经济服务园,江西省,上饶市,信州区,上饶市信州区三清山东大道168号,-,162
上饶6号库文化创意信息产业园,江西省,上饶市,信州区,上饶市信州区茶圣路6号,-,-
6号库微商产业园,江西省,上饶市,信州区,上饶市信州区茶圣路6号,-,7
余干县创新创业产业园,江西省,上饶市,余干县,上饶市余干县玉亭镇红都国际对面,360,126
余干平安汽摩配产业园,江西省,上饶市,余干县,上饶市余干县金电大道,35,-
中国余干电子商务城,江西省,上饶市,余干县,上饶市余干县鄱阳湖大道,-,-
建设现代工业城,江西省,上饶市,余干县,上饶市余干县金电大道,-,173
铭日现代铁路物流园,江西省,上饶市,余干县,上饶市余干县银苑北路与金电大道交叉路口北侧,-,-
中国余干智能锁产业园,江西省,上饶市,余干县,金电大道东北侧,-,-
江西·余干县生态食品产业园,江西省,上饶市,余干县,上饶市余干县·余干县生态食品产业园(鄱阳湖大道),-,-
余干高新园区,江西省,上饶市,余干县,上饶市余干县锦星路,-,-
长青物流园,江西省,上饶市,余干县,上饶市余干县马背嘴,-,10
女子创业园,江西省,上饶市,余干县,上饶市余干县迎宾大道371号,-,33
余干县电商科技园,江西省,上饶市,余干县,上饶市余干县G353与南昌大道交叉口东北方向160米,-,15
金伦鳝业生态科技园,江西省,上饶市,余干县,上饶市余干县昌万公路北50米,-,-
余干高新技术产业园区水钻产业园,江西省,上饶市,余干县,上饶市余干县金电大道,-,-
玉山工业园,江西省,上饶市,玉山县,上饶市玉山县金惠路西50米,922,98
玉山光电产业基地,江西省,上饶市,玉山县,电子大道与671县道交叉口东北80米,599,140
江西玉山万景环保装备产业园,江西省,上饶市,玉山县,上饶市玉山县电子大道以北320国道以西,248,5
玉山家具产业园,江西省,上饶市,玉山县,太甲山大道与科技大道交叉口南240米,226,110
绿谷产业园,江西省,上饶市,玉山县,上饶市玉山县671县道南100米,187,2
江西玉山高新技术孵化园,江西省,上饶市,玉山县,冰溪街道高新区科龙路,114,1
玉山县橱柜产业园,江西省,上饶市,玉山县,上饶市玉山县西龙路,111,63
玉山电子商务产业园,江西省,上饶市,玉山县,上饶市玉山县电商路与站前路交叉路口往北约200米,-,135
忆三青生态产业园,江西省,上饶市,玉山县,上饶市玉山县紫湖冷水源漂流(三清山名胜风景区),-,-
农贸市场创业园,江西省,上饶市,玉山县,上饶市玉山县冰溪街道三清大道477号,-,5
杰夫电商产业园,江西省,上饶市,玉山县,上饶市玉山县电子商城内,-,-
江西省鄱阳工业园区,江西省,上饶市,鄱阳县,上饶市鄱阳县工业四路,9160,237
东海针织制衣产业园,江西省,上饶市,鄱阳县,上饶市鄱阳县芦田乡209省道,1760,22
昊泽科技产业园,江西省,上饶市,鄱阳县,上饶市鄱阳县工业二路,1535,5
鄱阳湖工业园(芦田)产业基地,江西省,上饶市,鄱阳县,上饶市鄱阳县209省道附近,145,20
江西鄱商回归创业园,江西省,上饶市,鄱阳县,上饶市鄱阳县创业大道,132,2
恒立通电子产业基地,江西省,上饶市,鄱阳县,上饶市鄱阳县279乡道东50米,-,2
北源猕猴桃产业园,江西省,上饶市,鄱阳县,上饶市鄱阳县油墩街,-,-
江西鄱阳数字经济产业园,江西省,上饶市,鄱阳县,上饶市鄱阳县鄱阳镇交警大队东面,-,11
江西鄱阳工业园区,江西省,上饶市,鄱阳县,上饶市鄱阳县中心大道与鄱阳湖大道交叉口西北200米,-,32
新安农业产业园,江西省,上饶市,鄱阳县,上饶市鄱阳县209省道东50米,-,1
江天农业科技产业园,江西省,上饶市,铅山县,上饶市铅山县沪昆高速公路,85,3
天恒孵化园(一期),江西省,上饶市,铅山县,上饶市铅山县工业二路,53,-
铝山县返乡创业园,江西省,上饶市,铅山县,上饶市铅山县汪乌线,-,29
江西神叶锌业生产基地,江西省,上饶市,铅山县,上饶市铅山县工业十八路与紫溪路交叉路口往东北约130米,-,3
铅山县工业园,江西省,上饶市,铅山县,外环路与石塘路交叉口西北120米,-,21
铅山电商产业园,江西省,上饶市,铅山县,上饶市铅山县信州东路140号附近,-,37
上饶市锦钰电商物流园,江西省,上饶市,铅山县,上饶市铅山县工业八路西150米,-,7
铅山县工业园区,江西省,上饶市,铅山县,上饶市铅山县工业七路与鹅湖大道交叉口东北50米,-,53
江西省铅山县电子商务创业园,江西省,上饶市,铅山县,上饶市铅山县上铅快速通道与信州东路交叉口西南150米,-,29
智慧电商产业园,江西省,上饶市,铅山县,上饶市铅山县信州东路140号附近,-,37
婺源县工业园区,江西省,上饶市,婺源县,玉泉镇,763,57
婺源县小企业创业基地,江西省,上饶市,婺源县,上饶市婺源县紫阳镇才士大道婺源高新技术产业园,227,86
布衣传说电商创业园,江西省,上饶市,婺源县,上饶市婺源县紫阳镇工业园区晓起路,33,38
瑞运新能源科技产业园,江西省,上饶市,婺源县,上饶市婺源县紫阳镇湖林村清华路,32,-
婺源影视文化创意产业园,江西省,上饶市,婺源县,钟山路与平安西路交叉口东120米,-,1
婺源万景众创城(建设中),江西省,上饶市,婺源县,兴婺路,-,27
婺源县电商创业孵化基地,江西省,上饶市,婺源县,上饶市婺源县大名府小区16栋,-,7
华龙徽雕文化产业园,江西省,上饶市,婺源县,上饶市婺源县金山路,-,6
大鄣山茶生态产业园,江西省,上饶市,婺源县,上饶市婺源县304省道与356乡道交叉口西南100米,-,-
江西上饶高新技术产业开发区,江西省,上饶市,广丰区,上饶市广丰区上广公路1号,2312,921
上饶高新园区芦洋产业园,江西省,上饶市,信州区,上饶市广丰区工业二路,2036,44
上饶高新区电子信息产业园,江西省,上饶市,广丰区,火炬大道与高新大道交叉口东南40米,874,146
广丰红木文化创意产业园,江西省,上饶市,广丰区,上饶市广丰区上广公路666号,131,67
广丰电子商务生态产业园,江西省,上饶市,广丰区,上饶市广丰区双金路168号(精元电脑东侧后面),104,67
广丰区梦想小镇,江西省,上饶市,广丰区,上饶市广丰区精元西路与上广路交叉口150米,82,14
晶艺光电科技园,江西省,上饶市,广丰区,上饶市广丰区上广公路,63,8
广丰红木创业孵化基地,江西省,上饶市,广丰区,上饶市广丰区洋口镇上广公路御之木工艺,28,1
银根农耕文化园,江西省,上饶市,广丰区,上饶市广丰区嵩峰乡053乡道,-,-
电商孵化园,江西省,上饶市,广丰区,上饶市广丰区排山镇排山大道排山中学,-,-
城南工业园区,江西省,上饶市,弋阳县,上饶市弋阳县方志敏大道南路与方志敏西路交叉口西150米,987,52
弋阳县文化创意电商产业园,江西省,上饶市,弋阳县,上饶市弋阳县港口路,117,147
弋阳县电商创业孵化基地,江西省,上饶市,弋阳县,上饶市弋阳县方志敏大道与康伯路交叉口东南约160米,17,-
弋阳县现代农业示范园,江西省,上饶市,弋阳县,三林线与漆工大道交叉口西北80米,-,-
弋阳智盟产业新城,江西省,上饶市,弋阳县,上饶市弋阳县高新大道,-,11
弋阳县科技创业园,江西省,上饶市,弋阳县,上饶市弋阳县清湖大桥,-,29
上饶电信实业工业园,江西省,上饶市,弋阳县,上饶市弋阳县320国道南100米,-,-
弋阳县连胜工业园,江西省,上饶市,弋阳县,上饶市弋阳县148乡道与154乡道交叉口南50米,-,33
横峰工业园区,江西省,上饶市,横峰县,上饶市横峰县创业大道,3700,156
横峰县兴安工业园区,江西省,上饶市,横峰县,上饶市横峰县莲荷路与迎宾大道交叉口东北100米,689,59
横峰电商众创园,江西省,上饶市,横峰县,上饶市横峰县岑阳镇兴安街208-317号,51,100
横峰经开区九甲产业园,江西省,上饶市,横峰县,上饶市横峰县红军大道江西兴安种业有限公司东南,32,12
飞天谷·上饶新零售电商产业城(建设中),江西省,上饶市,横峰县,兴安工业区,-,-
中长腾峻健康产业园,江西省,上饶市,横峰县,上饶市横峰县迎宾大道与虹桥东路交叉路口往西约200米,-,86
江西横峰经济开发区,江西省,上饶市,横峰县,上饶市横峰县迎宾大道与岑阳大道交叉路口向西约50米,-,5
江苏锂电产业园,江西省,上饶市,横峰县,上饶市横峰县320国道北50米,-,-
德兴市光电产业园,江西省,上饶市,德兴市,上饶市德兴市新阳路与新安南路交叉路口往西南约200米,201,29
江西德兴高新技术产业园区,江西省,上饶市,德兴市,新香大道与306省道交叉口东南460米,56,74
德兴市金融科技产业园,江西省,上饶市,德兴市,朝阳路与迎狮路和平路东160米,-,6
德兴市电子商务孵化基地,江西省,上饶市,德兴市,上饶市德兴市聚远大道18号正南方向60米,-,20
荣兴生态科技园,江西省,上饶市,德兴市,上饶市德兴市张村乡店前村罗田附近,-,-
德兴市遮阳产业园,江西省,上饶市,德兴市,上饶市德兴市新安南路,-,1
德兴经济开发区,江西省,上饶市,德兴市,上饶市德兴市铜都大道东100米,-,10
德兴新经济创业产业园,江西省,上饶市,德兴市,上饶市德兴市铜都大道东200米,-,-
国家级宜春经济技术开发区,江西省,宜春市,袁州区,宜春市袁州区春风路1号,3121,240
袁州工业园(江西省省级医药基地),江西省,宜春市,袁州区,宜春市袁州区宜春大道725号,988,177
江西远东电池工业园,江西省,宜春市,袁州区,宜春市袁州区经济开发区,754,6
金湖双创产业园,江西省,宜春市,袁州区,宜云路与春华路交叉口南280米,580,13
骑客研发生产基地,江西省,宜春市,袁州区,宜春市袁州区春水路,303,5
宜联科技产业园,江西省,宜春市,袁州区,宜春市袁州区宜联大道,287,-
指芯科技园,江西省,宜春市,袁州区,宜春市袁州区宜春经济开发区宜商大道东,269,4
长青机电工业园,江西省,宜春市,袁州区,宜春市袁州区环城南路388号,265,17
宜春经开区物流中心,江西省,宜春市,袁州区,经发大道37号,246,473
中一科技园,江西省,宜春市,袁州区,宜春市袁州区春一路12号,177,18
中小企业孵化园,江西省,宜春市,袁州区,宜春市袁州区宜春技术开发区银岭东路北侧,121,4
青年云数字经济产业园,江西省,宜春市,袁州区,宜春市袁州区经开区宜商大道,52,157
九三运营招商产业园,江西省,宜春市,袁州区,宜春市袁州区平安路与东风路交叉路口西南侧(宜春西站西北侧),31,80
袁州医药工业园,江西省,宜春市,袁州区,宜春市袁州区宜春经济技术开发区朝霞路与银岭路交汇处,21,542
大地电商园,江西省,宜春市,袁州区,宜春市袁州区宜春经济开发区管理委员会经发大道,17,7
前行·58科创园,江西省,宜春市,袁州区,宜春市袁州区大塘路101号光启楼,13,48
高新技术孵化园,江西省,宜春市,袁州区,宜春市袁州区宜春经济开发区管理委员会宜春经济开发区管理委员会经开区经发大道,12,-
宜春爱才经济产业园,江西省,宜春市,袁州区,宜春市袁州区宜春市袁州区968号爱才经济产业园,8,66
大学生创新创业孵化基地,江西省,宜春市,袁州区,宜春市袁州区中山西路388号,3,16
军湖创业孵化基地,江西省,宜春市,袁州区,宜春市袁州区锦绣大道1688号,-,-
