名称,总价,每平方单价,小区名称,地址,房型,面积,朝向,楼层,建造时间
龙华崭新婚房 30万全抛 红本过户 可按揭 送车位 下楼地铁,90.8万,21117元/㎡,金凤凰豪苑,龙华-清湖-和平路,3室2厅2卫,43㎡,南北,中层(共12层),2022年建造
业主天天催！坂田地铁口！  楼层！南北通透大三房！超实用户型,480万,45907元/㎡,万科四季花城(北区),龙岗-坂田-五和南路102-2号,3室2厅2卫,104.56㎡,南北,中层(共6层),2002年建造
240，满五税少，首期两成，月供低，业主急售，家私电齐全。,296万,33549元/㎡,招商花园城(南区),坪山-坪山-兰竹西路28号,3室2厅1卫,88.23㎡,东南,高层(共32层),2017年建造
万科四期 高层精装三房 朝南南看花园 钥匙在手随时看房,378万,42482元/㎡,万科公园里,布吉-南岭-樟富北路8号,3室2厅2卫,88.98㎡,南,高层(共44层),2017年建造
业主自己住，装修保养非常好，可以直接入住。,1339万,124258元/㎡,观海台花园,南山-后海-创业路4号,3室2厅1卫,107.76㎡,南北,高层(共18层),2003年建造
6XX买 东海实验本部  两房，房东急，南向采光好！,749万,111808元/㎡,香荔花园(一期),福田-香蜜湖-丰田路20号,2室2厅1卫,66.99㎡,南,低层(共7层),1998年建造
新出！新出！！出价既成交 合正观澜汇精装3房 位置安静 税少,415万,43015元/㎡,合正观澜汇(二期),龙华-龙华区政府-观澜大道115号,3室2厅2卫,96.48㎡,南,高层(共29层),2021年建造
次顶楼！南北通透户型，可做4房，钥匙在手,1130万,98837元/㎡,城市山林,南山-南油-东滨路4343号,3室2厅2卫,114.33㎡,南北,高层(共29层),2008年建造
新出房源 联投东方一期毛坯复式 满五   看房方便,560万,57237元/㎡,联投东方华府(一期),宝安-松岗-东方大道36号,5室2厅3卫,97.84㎡,南,高层(共30层),2016年建造
拎包入住豪华智能装修，俯瞰香蜜湖视野，楼下地铁站,415万,91009元/㎡,缇香名苑,福田-景田南-香梅路,1室1厅1卫,45.6㎡,西,高层(共24层),2004年建造
碧海城市峰尚满五  产权  ！地铁口，交通便捷精装好房,560万,75259元/㎡,城市峰尚花园,宝安-碧海湾-兴业路,3室2厅1卫,74.41㎡,南北,低层(共12层),2011年建造
门槛正规两房，三楼安静栋，一手业主诚售，看房随时，价低税少,480万,73847元/㎡,莲花二村,福田-莲花村-红荔路,2室2厅1卫,65㎡,南北,中层(共8层),1992年建造
全屋精装，高楼层看海景， 有大两房，性价比高,598万,85125元/㎡,金地名轩,福田-新洲-福强路4233号,2室2厅1卫,70.25㎡,南北,高层(共33层),2010年建造
可园使用面积大，整体格局方正，居家精装出售,468万,46438元/㎡,佳兆业可园(南区),布吉-百鸽笼-湖西路,3室2厅2卫,100.78㎡,东南,中层(共24层),2004年建造
新德家园出售 企业力荐好房诚意出售,636万,82086元/㎡,新德家园,南山-前海-前海路3001号,2室2厅1卫,77.48㎡,北,低层(共27层),2007年建造
华润城一期三房西南高层，满五年  红本在手，业主急卖有钥匙,1220万,137403元/㎡,华润城润府一期,南山-科技园-铜鼓路98号,3室2厅1卫,88.79㎡,西南,高层(共39层),2014年建造
三湘海尚大平层豪装4房 红五一少税 70平米大客厅 中高楼层,3998万,192462元/㎡,三湘海尚,南山-后海-科苑南路2277号,4室2厅2卫,207.73㎡,南北,中层(共31层),2011年建造
光明凤凰城龙光玖龙台笋盘，业主急出，来电直省60万,460万,52060元/㎡,龙光玖龙台,光明-光明-观光路,3室2厅2卫,88.36㎡,南,高层(共37层),2019年建造
  一套！三零五万得桂芳园3房！懂的来，地铁口大花园社区,305万,37341元/㎡,桂芳园(五六期),"布吉-大芬-中翠路,近深惠公路",3室2厅1卫,81.68㎡,西南,低层(共16层),2005年建造
香山里小高层放卖，可以合一，高楼层看高尔夫，双套房设计，红本,1698万,96478元/㎡,波托菲诺香山里,南山-华侨城-侨北三街8号,5室2厅3卫,176㎡,南,中层(共17层),2010年建造
深圳北站品质小区！双地铁口精装3房 ！位置安静 独门独户,490万,56977元/㎡,万福花园,龙华-金地梅陇镇-布龙路,3室2厅1卫,86㎡,南,低层(共32层),2021年建造
来座山 高赠送 朝南精装三房 方正实用 中高层采光通风好,528万,69833元/㎡,来座山,布吉-慢城-科技园路,3室2厅1卫,75.61㎡,南,中层(共32层),2010年建造
金地名峰 房龄新 南向采光好 中间楼层采光好 双卫格局,349万,39214元/㎡,金地名峰,龙岗-龙岗中心城-宝沙一路,4室2厅2卫,89㎡,南,中层(共30层),2014年建造
近地铁口电梯2房精装修 总价仅120万房东换房急售 靠公园,120万,27354元/㎡,名城国际广场,布吉-大芬-龙岗大道布吉段2287号,2室2厅1卫,43.87㎡,南,中层(共26层),2002年建造
    ，上车星选，精装三房，京基御景中央花园,408万,47179元/㎡,京基御景中央花园(一期),龙岗-大运-飞扬路,3室2厅1卫,86.48㎡,南,低层(共29层),2019年建造
万家灯火 临地铁 购物方便 装修好 商品房 出行方便,368万,49317元/㎡,万家灯火,龙华-龙华-梅板大道172号,3室2厅1卫,74.62㎡,北,中层(共8层),2001年建造
星河天地(一三期)85折出售 精装地铁口 诚心出售 看房方便,390万,43669元/㎡,星河天地(一三期),光明-光明-光明大道511号,3室2厅2卫,89.31㎡,南,中层(共32层),2019年建造
京基御景中央花园(一期) 南北通透 双卫 临地铁 次新房,500万,51042元/㎡,京基御景中央花园(一期),龙岗-大运-飞扬路,3室2厅2卫,97.96㎡,南北,高层(共29层),2019年建造
香格豪装，业主诚心出售，无遮挡，大阳台，可以议价,2000万,185926元/㎡,香格丽苑,福田-香蜜湖-侨香四道2号,3室2厅2卫,107.57㎡,西南,中层(共32层),2006年建造
中粮凤凰里 豪华装修 东南朝向 三房两卫 视野开阔 湖景,480万,53698元/㎡,中粮凤凰里,宝安-福永-大洋路,3室2厅2卫,89.39㎡,东南,高层(共27层),2016年建造
官田地铁口三房出售 宏发品质，近指导价 楼下商业配套齐全,380万,43104元/㎡,宏发世纪城(二期),宝安-石岩-宝石东路,3室2厅2卫,88.16㎡,南,低层(共32层),2016年建造
侨香公馆采光超好，舒适小区，舒心的家，绿化很好,450万,45000元/㎡,侨香公馆,福田-香蜜湖-侨香路3028号,3室2厅2卫,100㎡,东南,中层(共36层),2017年建造
新上南山深圳湾大复式，东南看一线海景，红五一，使用率135,1400万,156600元/㎡,曦湾华府,南山-后海-中心路2268号,4室2厅2卫,89.4㎡,南北,高层(共22层),2009年建造
总价3XX，双地铁，满五  ，小区仅套三房,392万,45566元/㎡,宏发天汇城(二期),光明-公明-松白路4699号,3室2厅2卫,86.03㎡,东南,高层(共32层),2018年建造
双地铁口 精装修3房 拎包入住 满五年税少 看房方便,260万,31898元/㎡,中兆花园,布吉-丹竹头-龙岗大道(布吉段)2582号,3室2厅1卫,81.51㎡,南,中层(共22层),2002年建造
大花园社区   破底笋盘  正规两房地铁口旁边  通透性好,499万,63828元/㎡,南国丽城,南山-西丽-留仙大道1306号,2室2厅1卫,78.18㎡,南,低层(共22层),2005年建造
万科东方尊峪 带电梯 正规商品房 大两居 环境好 满五  ,430万,48250元/㎡,万科东方尊峪,罗湖-莲塘-罗沙路2018号,2室2厅1卫,89.12㎡,南北,中层(共11层),2008年建造
业主急卖！！快来议价  ！！！！新政策来了业主急卖置换到市区,260万,30233元/㎡,星河盛境(一二期),龙岗-横岗-龙岗大道,3室2厅1卫,86㎡,南北,低层(共31层),2023年建造
龙华地铁口  笋盘 电梯正在安排中,310万,34634元/㎡,桦润馨居,龙华-龙华-建达路58号,4室2厅2卫,89.51㎡,南,中层(共7层),2005年建造
伍叁零可售 车位充足 楼龄较新 诚售,568万,48760元/㎡,雅翠轩,罗湖-莲塘-鹏兴路17号,3室2厅2卫,116.49㎡,东南,低层(共11层),2006年建造
凯旋城新出精装修大三房两卫 高楼层采光非常好 看房方便,968万,94819元/㎡,金泓凯旋城,宝安-宝安中心区-新安一路20号,3室2厅2卫,102.09㎡,西,中层(共30层),2008年建造
红山华业玫瑰，安静精装大两房急售，满五   中楼层，,448万,62249元/㎡,华业玫瑰四季一期,龙华-民治-人民路,2室2厅1卫,71.97㎡,南北,中层(共32层),2015年建造
刚需小三居 南向采光好 装修好 电梯房 满五 楼龄新,270万,30533元/㎡,天峦湖,坪山-坪山-马峦南路8号,3室2厅1卫,88.43㎡,南,中层(共32层),2018年建造
（一线海景）万科物业，精装4房，南北通透,620万,53778元/㎡,东埔海景花园,盐田-沙头角-金融路2号,4室2厅2卫,115.29㎡,南北,高层(共16层),2005年建造
红本满五年 精美三房两厅 高层住家舒适,360万,40646元/㎡,佳兆业山海城家园(一期),盐田-盐田-洪安路3号,3室2厅2卫,88.57㎡,南北,高层(共40层),2018年建造
振业天峦3房，价格可大刀，户型方正，厅出阳台,245万,27451元/㎡,振业天峦,龙岗-龙岗中心城-宝沙一路1号,3室2厅2卫,89.25㎡,南北,低层(共30层),2014年建造
（刚刚新出好房）业主只求出手 合正观澜汇精装3房  位置安静,412万,42873元/㎡,合正观澜汇(二期),龙华-龙华区政府-观澜大道115号,3室2厅2卫,96.1㎡,南,中层(共32层),2021年建造
拾悦城三房两卫，南北通透户型，满五  ,358万,40780元/㎡,拾悦城,宝安-沙井-宝安大道8181号,3室2厅2卫,87.79㎡,南北,高层(共32层),2018年建造
绿茵华庭 两房改三房直接入住，   位！税费少,290万,34760元/㎡,绿茵华庭,龙华-大浪-龙观大道381号,3室2厅1卫,83.43㎡,东南,中层(共7层),2002年建造
滢水一区 精装修 大三房 密度低 临地铁 中间楼层,305万,39103元/㎡,滢水山庄(一区),龙华-龙华-梅坂大道91号,3室2厅1卫,78㎡,北,中层(共8层),1995年建造
中心城总价二字头的三房两卫满五年业主急售这边配套成熟急卖,274万,31578元/㎡,龙禧雅苑,龙岗-龙岗中心城-盐龙大道,3室2厅2卫,86.77㎡,南北,中层(共32层),2015年建造
松茂御城，业主急卖，价格好谈，地铁口，诚心出售！来电！,335.6万,38131元/㎡,松茂御城,光明-公明-高墩东路6号,3室2厅2卫,88㎡,南北,中层(共30层),2018年建造
麟恒中心广场(三期) 南向采光好 高楼层视野无遮挡 交通便捷,410万,45526元/㎡,麟恒中心广场(三期),龙岗-横岗-龙岗大道横岗段2999号,3室2厅2卫,90.06㎡,南,高层(共45层),2019年建造
香蜜湖天健天娇 开发商保留单位 精装现楼,5000万,155280元/㎡,天健天骄,"福田-景田北-景田西路,近商报路",5室2厅5卫,322㎡,南北,高层(共46层),2020年建造
越海家园南精装海景房，保养很好，景观很好，拎，包入住,880万,76616元/㎡,越海家园,福田-竹子林-紫竹六道64号,3室2厅2卫,114.86㎡,南,中层(共33层),2005年建造
家和花园北区 临地铁 刚需小三居 高楼层视野好 南向采光好,410万,54909元/㎡,家和花园北区,龙岗-坂田-五和大道74号,3室2厅1卫,74.67㎡,南,高层(共6层),2002年建造
（两佰九十五）有兴趣约看房，随时方便，三加一房，看小区园林,351万,41446元/㎡,玺悦山,盐田-盐田-中青一路,3室2厅1卫,84.69㎡,南北,低层(共31层),2017年建造
深中  旁边 总价390万买精装三房两卫 龙岗中心城保利上城,390万,44496元/㎡,保利上城,龙岗-龙岗中心城-怡翠路202号,3室2厅2卫,87.65㎡,东南,高层(共33层),2018年建造
壹方玖誉大5房，做成3房加书房加开放茶室，同户型 诚意出售,4388万,177652元/㎡,壹方中心,宝安-宝安中心区-新湖路99号,5室2厅3卫,247㎡,南北,中层(共47层),2018年建造
坂田房东直售，全款60万卖，按揭90万卖，红本过户，咨询来电,139.2万,33746元/㎡,第五园五期,龙岗-坂田-雅园路26-3号,2室2厅1卫,41.25㎡,南北,高层(共17层),2017年建造
(紧 好房！深中加持  地铁商业配套齐全 红本满五年 税费少,330万,40706元/㎡,颐安麓园,龙岗-龙岗中心城-黄阁路,3室2厅1卫,81.07㎡,南北,中层(共28层),2015年建造
东南看花园安静三房，满五年税费少，无缝衔接地铁口，近万科广场,399万,46304元/㎡,万科天誉(二期),"龙岗-龙岗中心城-龙翔大道,近德政路",3室2厅2卫,86.17㎡,东南,中层(共41层),2017年建造
户型方正，使用率高，采光不错，家私家电齐全，诚心出售,558万,54002元/㎡,林海山庄,福田-下梅林-北环大道7020号,3室2厅1卫,103.33㎡,北,中层(共14层),2001年建造
后海电梯小高层，特殊私家露台户型，业主诚心出售,750万,73372元/㎡,海洋星苑,南山-后海-工业七路16号,3室2厅1卫,102.22㎡,北,低层(共9层),2002年建造
南山后海品质小区，南二外海德海洋之心，产权清晰，随时可看！！,1120万,94964元/㎡,海洋之心,南山-后海-后海大道2322号,3室2厅2卫,117.94㎡,东,中层(共32层),2002年建造
诚心出售大两房 企业力荐好房诚意出售,490万,74993元/㎡,君临天下,福田-新洲-新沙路5号,2室2厅1卫,65.34㎡,南,中层(共45层),2013年建造
沙井天虹旁 万科高楼层三房 满五年 视野开阔,430万,45302元/㎡,万科星城名邸,宝安-马安山-永荣路,3室2厅2卫,94.92㎡,南北,高层(共44层),2018年建造
完整看大沙河公园！端头位视野拉满，已订房忍痛割爱随时可看,398万,66334元/㎡,松坪村三期(东区),南山-科技园-松坪街12号,2室2厅1卫,60㎡,南,中层(共34层),2013年建造
业主急售 合正方洲！！精装修 东南朝向看山景 来电优先看房!,354万,37264元/㎡,合正方州,龙岗-龙岗中心城-吉祥南路,3室2厅2卫,95㎡,东南,中层(共44层),2019年建造
7X0红岭中电梯房，高层视野好，户型方正周边配套齐全,730万,70193元/㎡,园中花园,福田-园岭-园岭四街2号,3室2厅2卫,104㎡,南北,高层(共31层),1996年建造
万科三房二卫，新房！买来没住过，交房状态，朝正南看花园,400万,46115元/㎡,万科公园里,布吉-南岭-樟富北路8号,3室2厅2卫,86.74㎡,南,中层(共45层),2017年建造
金色家园三期  ，豪装三房带大露台看小区全景,968万,81284元/㎡,万科金色家园,福田-景田北-莲花路2018号,3室2厅2卫,119.09㎡,西南,中层(共34层),2002年建造
看房有钥匙 全新精装 未入住过 高楼层 视野开阔 位置安静,398万,44740元/㎡,佳兆业未来城,龙岗-大运-如意路128号,3室2厅2卫,88.96㎡,南北,高层(共32层),2019年建造
深圳北站上塘地铁口！精装3房 下楼商场，满五  ，位置安静,455万,55794元/㎡,中海汇德理花园,龙华-龙华-洁玉街,3室2厅2卫,81.55㎡,南,中层(共47层),2021年建造
比指导价还低出售！满五低税费！车位足！业主换房急售，价格无底,448万,51430元/㎡,吉祥里,龙岗-龙岗中心城-白灰围一路,4室2厅2卫,87.11㎡,南北,中层(共39层),2017年建造
急售！97平朝南三房！好楼层！,420万,43299元/㎡,联投东方华府(三期),宝安-松岗-东方大道9号,3室2厅2卫,97㎡,南,高层(共42层),2020年建造
英郡年华三期 精装可拎包入住 近地铁 小区新 产权清晰,310万,34993元/㎡,英郡年华三期,布吉-丹竹头-岭背路22号,3室2厅1卫,88.59㎡,东南,低层(共30层),2018年建造
海印长城  南山中芯区  9号线地铁站  满五年红本,680万,91731元/㎡,海印长城,南山-南山中心区-海德三道201号,2室2厅1卫,74.13㎡,北,中层(共20层),2003年建造
万科公园里精装三房出售，看花园，满五  ，税费少！,338万,39404元/㎡,万科公园里,布吉-南岭-樟富北路8号,3室2厅2卫,85.78㎡,南,高层(共37层),2016年建造
香蜜湖核心地段！福外本部！业主诚心出售,658万,100305元/㎡,特发小区,福田-香蜜湖-香梅路2003号,2室2厅1卫,65.6㎡,南北,高层(共7层),1998年建造
